id,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14
1458,A,B,A,B,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,A,A,C,B,C,B,A,A,A,A,A,C,B,E,D,A,E,R,B,L,A,A,G,E,H,J,F,AB,BP,C,U,S,A,M,HH,0.477231,0.245921,0.246911,0.730249,0.38056,0.564093,0.35785,0.42345,0.52728,0.79139,0.377724,0.369858,0.689974,0.297862
1461,A,B,A,B,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,D,B,D,E,E,A,P,F,G,A,A,D,E,K,H,B,AB,EG,I,U,BM,A,M,CK,0.325401,0.555782,0.54977,0.473202,0.758711,0.201125,0.259395,0.24564,0.30859,0.21983,0.207238,0.204687,0.3574,0.30164
1464,A,B,A,B,B,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,D,B,B,C,B,D,B,D,A,A,A,A,D,C,C,E,E,C,T,G,I,A,B,H,F,G,H,G,BI,EE,C,AH,BM,A,O,IE,0.730887,0.620805,0.317666,0.309621,0.594196,0.60491,0.5004,0.68308,0.79047,0.60932,0.592525,0.579845,0.723122,0.230865
1465,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,C,D,C,E,E,D,T,I,D,A,A,E,E,I,K,K,BI,CO,A,AN,AJ,A,O,DJ,0.268622,0.555782,0.592681,0.354893,0.397069,0.370204,0.31005,0.40028,0.33237,0.3148,0.348867,0.341872,0.549834,0.267459
1478,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,A,C,D,D,E,C,A,P,I,A,A,A,D,F,F,F,D,BI,CL,C,AH,F,E,J,CW,0.418506,0.737068,0.944251,0.412789,0.465115,0.477435,0.689684,0.56011,0.47062,0.46119,0.4961,0.485119,0.290422,0.237736
1479,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,B,H,D,D,D,E,E,A,P,F,A,A,A,D,E,K,H,B,BI,CO,C,AN,X,F,M,CR,0.284869,0.737068,0.54977,0.886774,0.831634,0.219274,0.295981,0.64027,0.31763,0.25604,0.223038,0.241676,0.360468,0.279344
1480,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,D,B,A,C,B,D,B,D,A,A,A,A,D,B,C,E,A,C,T,H,A,A,A,K,E,E,H,G,BI,EG,E,N,L,A,P,LM,0.936238,0.422197,0.26357,0.705434,0.281143,0.92459,0.696299,0.88451,0.96909,0.82889,0.757468,0.772574,0.872138,0.601788
1484,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,B,H,D,D,C,D,A,C,T,F,A,A,B,K,F,E,G,G,BI,CS,A,AL,L,C,O,LN,0.907272,0.785784,0.336963,0.761209,0.372405,0.870241,0.601855,0.96202,0.93383,0.8351,0.832976,0.832658,0.808455,0.705202
1486,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,C,A,P,O,A,A,A,E,E,H,F,B,BI,CS,A,E,AE,C,K,DJ,0.503312,0.488789,0.57136,0.373816,0.302678,0.337155,0.340247,0.26847,0.41471,0.44467,0.341813,0.335036,0.318646,0.823247
1488,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,J,A,A,A,E,E,H,F,B,BI,CS,A,AF,AE,C,K,DJ,0.503312,0.488789,0.57136,0.373816,0.422268,0.337155,0.340247,0.26847,0.41471,0.44467,0.341813,0.335036,0.318646,0.211188
1489,A,B,A,B,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,E,E,D,A,S,L,F,A,B,C,D,L,K,I,BI,CO,C,R,AE,A,N,BY,0.125526,0.555782,0.61366,0.236924,0.281143,0.183243,0.251696,0.40028,0.21374,0.19431,0.167024,0.165648,0.40452,0.492465
1491,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,E,E,C,T,K,A,A,A,E,D,I,G,G,BI,EL,A,E,AX,C,P,BD,0.667647,0.358319,0.336963,0.393132,0.281143,0.367193,0.266569,0.60087,0.58529,0.20496,0.25418,0.250169,0.509999,0.815687
1507,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,C,D,D,B,A,B,D,B,A,A,A,G,H,D,D,C,E,C,D,T,F,A,A,A,F,E,E,J,E,BI,CL,A,AK,BO,N,O,HB,0.477231,0.620805,0.634224,0.336414,0.689594,0.789339,0.906097,0.4293,0.5126,0.61459,0.588753,0.579845,0.678452,0.471231
1515,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,C,D,C,A,B,B,B,A,A,A,G,H,D,B,D,E,E,A,P,H,A,A,A,D,E,K,G,B,AB,T,A,AJ,AX,A,K,CK,0.3153,0.358319,0.54977,0.422727,0.281143,0.197932,0.281689,0.41762,0.26401,0.23545,0.207238,0.204687,0.271571,0.588489
1519,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,K,A,A,A,G,G,G,K,E,BI,CL,A,AF,AT,J,N,HN,0.324129,0.737068,0.692825,0.473202,0.551723,0.596731,0.720948,0.64027,0.427,0.59334,0.705501,0.692256,0.63026,0.214978
1528,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,C,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,K,A,A,A,F,F,G,F,D,BI,AI,A,AF,AO,E,J,GC,0.494613,0.488789,0.634224,0.267727,0.281143,0.414753,0.582549,0.33906,0.40455,0.47779,0.535044,0.523266,0.318646,0.212645
1529,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,A,A,P,K,A,A,A,G,E,G,E,B,AB,CS,A,D,K,C,J,HJ,0.629339,0.422197,0.215772,0.83884,0.281143,0.430536,0.428832,0.36083,0.46853,0.52221,0.377724,0.369858,0.321548,0.688608
1530,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,E,A,P,L,I,A,A,D,E,K,H,B,AB,EG,A,C,BM,A,M,CK,0.325401,0.555782,0.54977,0.473202,0.758711,0.201125,0.259395,0.24564,0.30859,0.21983,0.207238,0.204687,0.3574,0.241079
1532,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,C,D,D,E,A,A,P,A,A,A,A,H,E,F,E,B,BI,CS,C,J,I,E,J,HX,0.671496,0.555782,0.215772,0.62377,0.568839,0.517986,0.497685,0.50658,0.57506,0.56627,0.441763,0.443374,0.342239,0.394675
1541,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,C,B,D,E,E,A,P,N,A,A,A,D,E,K,G,B,AB,EB,G,AN,X,A,L,CR,0.283689,0.299102,0.440642,0.886774,0.422268,0.207627,0.265798,0.64027,0.31945,0.21983,0.217678,0.214808,0.293178,0.258099
1542,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,E,A,P,N,A,A,F,D,E,J,H,B,AB,CO,A,AH,X,A,L,CU,0.287238,0.488789,0.506105,0.944513,0.863,0.221902,0.274162,0.64027,0.31763,0.2123,0.217678,0.230661,0.310026,0.237813
1547,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,C,E,B,A,K,I,A,A,A,C,D,O,S,A,BI,EL,C,B,BH,A,N,BU,0.016235,0.827585,0.592681,0.201989,0.281143,0.135494,0.265894,0.25461,0.05742,0.19086,0.136948,0.136367,0.375975,0.843676
1549,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,C,C,E,C,D,T,A,A,A,B,H,F,G,K,K,BI,CS,A,U,L,A,P,IG,0.513457,0.358319,0.440642,0.753703,0.281143,0.70043,0.54482,0.87698,0.521,0.61459,0.727671,0.714544,0.78245,0.294772
1553,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,K,A,A,A,E,E,H,F,B,BI,CO,A,AG,AS,J,K,DP,0.540916,0.737068,0.506105,0.412789,0.491114,0.372125,0.374109,0.48864,0.45391,0.48889,0.341813,0.335036,0.339244,0.784464
1554,A,B,A,B,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,C,E,A,A,D,K,F,A,A,L,L,F,E,H,BI,CL,C,E,K,A,H,MJ,0.493164,0.785784,0.54977,0.89851,0.919163,0.519454,0.456708,0.26847,0.5063,0.65576,0.965727,0.966932,0.238667,0.804968
1555,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,E,E,C,T,L,C,A,A,I,E,G,G,G,BI,CS,A,AK,AD,A,O,IH,0.697779,0.245921,0.139862,0.493605,0.288217,0.517105,0.377861,0.49462,0.71422,0.26029,0.377724,0.443374,0.51666,0.472427
1559,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,D,B,A,A,A,G,H,D,D,C,E,E,D,T,F,C,A,A,D,D,J,L,K,BI,DK,A,L,AK,A,O,CS,0.243238,0.737068,0.54977,0.195483,0.281143,0.364464,0.365369,0.24564,0.32865,0.40666,0.24541,0.241676,0.624025,0.831136
1565,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,D,B,B,D,C,B,B,C,B,B,B,A,A,A,A,A,D,D,D,B,C,A,P,I,A,A,A,D,C,H,G,B,BI,CL,E,AI,BN,A,K,BO,0.338258,0.488789,0.215772,0.345595,0.937553,0.364464,0.34058,0.49462,0.29269,0.36458,0.148392,0.147518,0.324464,0.342228
1568,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,D,B,B,A,B,D,B,A,A,A,G,H,D,C,C,E,E,D,T,I,A,A,A,G,E,H,J,K,AB,EG,C,AW,L,E,O,HJ,0.470002,0.422197,0.230975,0.652072,0.372405,0.487419,0.394895,0.93736,0.5105,0.43373,0.396226,0.387819,0.633362,0.763778
1576,A,B,A,B,A,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,B,B,B,C,B,D,B,A,A,A,A,A,C,D,C,E,E,D,T,J,F,A,A,E,E,I,J,K,BI,BT,C,U,AX,C,O,DP,0.386442,0.737068,0.506105,0.452887,0.281143,0.421908,0.403892,0.72775,0.37458,0.40666,0.341813,0.335036,0.579324,0.295494
1579,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,A,B,B,B,A,A,A,G,H,D,D,D,E,C,A,P,A,A,A,A,E,F,H,G,B,BI,BT,A,M,A,E,L,DJ,0.393339,0.488789,0.819748,0.259793,0.281143,0.371851,0.554592,0.31796,0.35897,0.32935,0.472726,0.462286,0.321548,0.762946
1592,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,D,B,C,E,C,D,T,F,D,A,A,H,D,H,J,K,BI,EB,A,AP,Y,A,P,GE,0.497513,0.15999,0.080909,0.50382,0.577339,0.555109,0.4691,0.55421,0.4916,0.36974,0.307628,0.301921,0.654753,0.359061
1596,A,B,A,B,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,B,B,B,C,B,D,B,A,A,A,A,A,D,B,C,E,E,D,T,G,G,A,A,F,F,J,L,K,BI,EB,E,AS,AS,A,O,GS,0.277834,0.422197,0.484196,0.309621,0.372405,0.372675,0.361373,0.47073,0.32128,0.46672,0.453334,0.443374,0.654753,0.731938
1605,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,J,A,A,A,D,E,I,G,B,BI,CO,C,U,AS,A,L,CR,0.356663,0.737068,0.634224,0.373816,0.491114,0.27254,0.295775,0.5006,0.33611,0.3148,0.257148,0.26476,0.339244,0.294327
1607,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,C,A,P,F,D,A,A,F,F,G,F,D,BI,CL,A,AS,AN,A,K,GS,0.503312,0.299102,0.61366,0.189137,0.281143,0.423055,0.641978,0.25461,0.39849,0.42828,0.4922,0.519456,0.321548,0.709813
1612,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,D,D,C,E,A,D,T,F,A,A,A,K,F,E,K,K,BI,BT,A,AH,AX,F,Q,LW,0.7263,0.785784,0.280933,0.463029,0.281143,0.905058,0.857728,0.69334,0.71934,0.81591,0.837272,0.826178,0.88219,0.237813
1617,A,B,A,A,A,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,D,B,B,D,D,A,B,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,L,J,A,A,E,G,F,F,D,BI,DK,A,AM,F,A,K,GM,0.516355,0.15999,0.90167,0.373816,0.364322,0.480957,0.727355,0.39455,0.42905,0.42828,0.644013,0.630853,0.318646,0.833021
1619,A,B,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,A,A,P,L,F,A,A,G,E,F,E,B,BI,AP,A,AP,AF,A,J,HK,0.514906,0.422197,0.246911,0.24439,0.281143,0.484775,0.480521,0.28768,0.42289,0.46119,0.430255,0.420899,0.282249,0.358218
1620,A,B,A,B,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,A,B,D,C,A,A,A,G,H,D,D,C,E,A,D,T,G,I,A,A,G,F,F,J,K,BI,CL,G,F,I,A,O,HQ,0.649393,0.785784,0.745801,0.782772,0.568839,0.818755,0.767624,0.51853,0.64296,0.80569,0.765962,0.753252,0.78245,0.347974
1624,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,B,B,H,D,D,D,E,C,A,P,F,A,C,A,F,G,G,G,D,BI,EG,A,E,H,A,J,GS,0.324129,0.555782,0.692825,0.284048,0.281143,0.413612,0.689578,0.4293,0.43111,0.43919,0.569745,0.55738,0.282249,0.808271
1627,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,J,A,A,A,E,E,H,F,B,BI,CS,A,AF,BM,J,K,DJ,0.475784,0.681761,0.462347,0.534409,0.78323,0.3735,0.359439,0.36083,0.44352,0.45017,0.291268,0.295524,0.333292,0.220323
1633,B,B,A,A,B,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,C,B,A,A,A,A,A,D,D,E,E,G,E,R,O,G,A,B,G,F,G,I,F,BI,BP,A,E,BM,A,N,HK,0.642763,0.737068,0.692825,0.564742,0.826714,0.660844,0.476727,0.61229,0.64873,0.74396,0.698978,0.698722,0.689974,0.814499
1636,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,A,B,D,B,A,A,A,G,H,D,D,C,E,A,D,T,I,A,A,B,K,G,E,J,K,BI,EE,A,J,BM,C,O,LY,0.695328,0.620805,0.484196,0.594598,0.800402,0.910951,0.676977,0.68823,0.69854,0.8351,0.933174,0.926619,0.826353,0.394621
