id,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
1470,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,D,B,B,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,A,A,P,I,A,A,F,F,D,G,E,B,BI,EB,A,AN,X,A,J,GC,0.596331,0.299102,0.150744,0.83324,0.831634,0.393798,0.359439,0.53642,0.427,0.52221,0.26014,0.255941,0.287682,0.283864,2559.65
1472,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,A,D,D,C,E,E,D,T,I,A,A,A,G,E,H,K,K,BI,EL,C,AH,AF,A,N,HK,0.311557,0.488789,0.280933,0.24439,0.456483,0.514461,0.438893,0.2926,0.32128,0.50556,0.453334,0.443374,0.601887,0.229429,3545.1
1476,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,A,B,A,A,A,A,A,A,D,A,A,A,A,G,H,C,C,C,E,C,D,T,L,A,A,A,H,F,F,K,K,BI,EG,A,F,L,A,P,IG,0.513457,0.299102,0.440642,0.753703,0.281143,0.745352,0.561773,0.87954,0.521,0.60932,0.727671,0.714544,0.768525,0.74059,891.32
1477,A,B,A,A,A,A,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,D,B,B,D,D,A,B,C,B,B,B,A,A,A,B,A,C,D,D,E,C,A,P,D,I,A,A,E,F,G,G,D,BI,EG,A,J,AN,A,J,GI,0.348719,0.488789,0.777587,0.18295,0.281143,0.421908,0.631706,0.34987,0.40657,0.40666,0.468839,0.458493,0.287682,0.389095,16430.17
1487,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,D,B,A,A,A,G,H,D,B,C,E,E,D,T,B,A,A,B,E,E,J,M,K,AB,C,A,E,BK,A,P,GI,0.178087,0.299102,0.462347,0.215482,0.295397,0.346415,0.391575,0.35533,0.22969,0.36458,0.324486,0.318249,0.657761,0.827417,513.23
1495,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,D,B,B,B,D,B,B,C,B,D,D,D,A,B,B,H,D,A,C,E,E,C,T,F,A,B,A,D,D,I,F,G,BI,C,A,AN,AD,A,O,DC,0.677861,0.061,0.230975,0.62377,0.281143,0.347748,0.233689,0.48864,0.71422,0.26029,0.187481,0.18552,0.476684,0.286416,192.56
1496,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,A,D,C,D,A,A,B,D,B,A,A,A,B,H,C,B,C,E,A,C,T,F,A,A,F,K,G,G,G,G,BI,EG,A,AS,L,A,N,LM,0.893784,0.199504,0.230975,0.705434,0.281143,0.682622,0.417844,0.75964,0.93383,0.7877,0.757468,0.74464,0.751507,0.715108,4384.58
1497,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,A,A,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,A,D,A,A,D,E,K,G,B,AB,C,A,AI,BM,A,K,CK,0.273204,0.127059,0.484196,0.473202,0.704268,0.183419,0.240454,0.24564,0.22089,0.2123,0.192281,0.190178,0.226765,0.344765,2336.98
1498,A,B,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,C,B,B,D,B,B,C,A,B,A,A,A,D,D,D,E,E,A,P,H,D,A,A,C,E,K,H,B,K,EB,A,AH,AE,A,L,CI,0.280167,0.299102,0.506105,0.354893,0.674529,0.186254,0.313014,0.27797,0.32128,0.24355,0.180456,0.178698,0.30435,0.233629,5912.83
1503,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,B,H,D,D,C,D,A,C,T,F,A,A,B,K,F,E,G,G,BI,EB,A,E,Y,A,N,LQ,0.914335,0.737068,0.317666,0.802892,0.473767,0.829492,0.497439,0.90055,0.93884,0.80218,0.82184,0.832658,0.758902,0.827408,345.56
1505,A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,C,A,B,D,C,G,E,A,N,K,C,A,B,D,D,I,H,B,BI,CO,A,N,BM,F,L,EL,0.29201,0.737068,0.634224,0.62377,0.281143,0.314937,0.413673,0.67263,0.38249,0.29595,0.228492,0.225288,0.363547,0.599361,2423.64
1511,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,B,B,B,C,B,C,B,A,A,A,A,A,D,D,E,E,G,E,R,B,A,A,E,H,E,G,I,F,BI,EB,A,E,S,A,N,HX,0.66248,0.620805,0.201309,0.761209,0.696981,0.674155,0.498179,0.5245,0.68419,0.72223,0.441763,0.432101,0.689974,0.811497,1528.78
1522,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,B,B,C,B,D,D,A,A,A,A,A,C,D,C,E,E,D,T,L,C,A,B,E,F,J,K,K,BI,CQ,A,A,AJ,A,P,DJ,0.268622,0.737068,0.592681,0.354893,0.397069,0.333747,0.315247,0.39455,0.33237,0.3148,0.348867,0.341872,0.592264,0.410578,2303.15
1524,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,B,B,A,C,B,C,B,A,A,A,B,H,D,B,E,E,G,E,R,F,A,A,A,H,E,G,I,F,BI,W,C,X,N,A,M,HX,0.636078,0.422197,0.280933,0.50382,0.413817,0.629631,0.484119,0.32317,0.64873,0.79139,0.4922,0.500382,0.687115,0.559754,3410.25
1526,B,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,A,B,C,B,B,B,A,A,A,A,A,C,D,D,E,E,A,P,I,C,A,G,D,E,J,H,B,BI,EG,A,E,BM,A,L,CK,0.330514,0.681761,0.61366,0.473202,0.908217,0.240069,0.279895,0.24564,0.30859,0.32446,0.223038,0.220003,0.333292,0.820561,5321.2
1531,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,B,B,D,B,B,B,A,A,A,B,H,C,D,D,E,E,A,P,F,D,A,A,D,E,J,G,B,BI,CS,A,AW,AE,A,K,CK,0.312802,0.737068,0.711159,0.412789,0.302678,0.220686,0.289239,0.27797,0.38249,0.31003,0.24541,0.241676,0.298734,0.837612,4051.19
1533,A,B,A,B,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,B,B,A,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,B,G,B,A,E,E,G,F,B,BI,CL,I,G,BJ,A,K,DP,0.415686,0.620805,0.527991,0.267727,0.739121,0.385129,0.399149,0.41182,0.35897,0.26894,0.352419,0.345316,0.287682,0.236721,3130.34
1535,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,D,A,A,P,B,A,A,C,G,F,G,F,B,AB,EG,A,AH,K,A,K,HM,0.634734,0.555782,0.336963,0.894723,0.811271,0.45607,0.412596,0.36083,0.46853,0.51666,0.4961,0.485119,0.363547,0.232916,2960.43
1537,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,B,C,E,C,D,T,J,A,A,A,I,E,G,I,K,BI,CS,A,AK,L,E,P,IH,0.391956,0.15999,0.139862,0.493605,0.288217,0.600404,0.471313,0.67263,0.39648,0.25604,0.377724,0.443374,0.543225,0.475637,819.84
1538,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,C,B,A,B,D,B,D,A,A,G,H,D,C,C,E,A,C,T,O,A,A,B,L,G,F,G,G,BI,CS,A,S,L,A,O,JR,0.905798,0.555782,0.356819,0.284048,0.281143,0.844563,0.517666,0.97973,0.93383,0.8351,0.918197,0.910694,0.810511,0.678231,968.06
1540,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,C,B,C,A,B,D,D,A,A,A,G,H,D,B,C,E,C,D,T,O,A,A,A,I,E,F,J,K,BU,BC,G,F,S,A,Q,LB,0.53515,0.199504,0.174588,0.789639,0.281143,0.752429,0.575211,0.66201,0.58121,0.43919,0.569745,0.576121,0.746494,0.741921,6227.37
1543,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,A,B,C,B,A,A,A,G,H,D,B,E,E,G,E,R,J,A,A,A,G,D,F,J,F,AB,EL,A,C,AK,F,O,HL,0.54667,0.422197,0.26357,0.229617,0.281143,0.784607,0.386788,0.2732,0.55441,0.60932,0.434083,0.424625,0.701266,0.771637,785.67
1544,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,A,D,D,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,E,A,P,F,A,A,A,D,E,J,H,B,BI,EG,A,E,BM,J,L,CK,0.330514,0.681761,0.61366,0.473202,0.908217,0.240069,0.279895,0.24564,0.30859,0.32446,0.223038,0.220003,0.333292,0.820933,2434.32
1548,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,C,A,P,F,A,A,B,F,G,G,F,D,BI,X,A,AN,AI,F,J,GS,0.40028,0.245921,0.692825,0.229617,0.325117,0.419901,0.634457,0.32317,0.39046,0.38016,0.573565,0.561143,0.253506,0.274842,3642.36
1566,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,B,G,C,T,K,A,A,A,M,E,D,H,G,BI,DW,A,E,Y,E,Q,JX,0.961159,0.620805,0.246911,0.821574,0.397069,0.966438,0.640047,0.58934,0.97621,0.8351,0.895938,0.887214,0.906079,0.808372,1224.01
1571,A,B,A,B,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,C,D,C,E,A,A,D,F,I,A,A,J,M,E,E,D,BI,AC,G,AN,H,A,I,H,0.513457,0.555782,0.944251,0.373816,0.281143,0.56033,0.999259,0.32317,0.44767,0.52221,0.988937,0.987291,0.233856,0.286031,9096.24
1572,B,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,H,C,A,A,G,G,G,H,K,BI,CL,C,AF,AE,A,M,HK,0.585115,0.737068,0.692825,0.327354,0.87101,0.606315,0.682135,0.43518,0.46017,0.61459,0.715131,0.701926,0.592264,0.21108,1454.45
1574,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,B,B,C,B,B,B,A,A,A,B,H,D,B,D,E,C,A,P,F,A,A,C,G,F,H,F,B,CD,EG,A,AF,BC,A,J,HJ,0.434106,0.299102,0.187583,0.815505,0.491114,0.334009,0.324696,0.3128,0.39648,0.38016,0.341813,0.352251,0.26115,0.279507,2989.91
1577,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,E,E,D,A,S,K,A,A,A,C,E,L,K,I,BI,CS,A,E,AE,C,N,BY,0.154787,0.681761,0.711159,0.236924,0.858841,0.193489,0.238997,0.40028,0.2418,0.2123,0.185117,0.183224,0.40452,0.80205,517.16
1578,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,A,A,C,B,B,B,A,A,A,A,A,C,D,D,E,A,A,P,L,C,A,A,H,G,G,F,B,BI,W,A,K,AF,A,K,HX,0.526484,0.488789,0.54977,0.259793,0.482436,0.461619,0.46824,0.3128,0.44559,0.51111,0.695685,0.682413,0.363547,0.361483,1039.3
1580,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,C,A,P,B,A,A,A,F,E,G,G,B,BI,AC,E,N,BN,A,L,GN,0.418506,0.299102,0.506105,0.318422,0.805895,0.470398,0.538571,0.45289,0.38448,0.29595,0.415029,0.40609,0.330336,0.603512,934.91
1582,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,B,B,B,C,B,B,B,A,A,A,B,H,C,D,C,E,E,A,D,F,D,A,A,D,E,J,F,A,BI,CS,E,C,AE,A,J,CK,0.282512,0.555782,0.711159,0.412789,0.302678,0.211915,0.309522,0.29758,0.34365,0.30529,0.24541,0.241676,0.222124,0.774657,1605.79
1584,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,A,B,D,B,B,B,A,A,A,A,A,C,B,D,E,E,A,P,A,A,A,A,D,E,K,H,B,AB,EG,C,AI,BM,F,M,CK,0.325401,0.555782,0.54977,0.473202,0.758711,0.201125,0.259395,0.24564,0.30859,0.21983,0.207238,0.204687,0.3574,0.347694,4657.1
1586,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,D,B,B,A,B,D,B,A,A,A,G,H,D,D,C,E,E,D,T,I,A,A,A,E,E,I,J,K,BI,EB,A,AD,AE,C,O,DJ,0.360665,0.488789,0.440642,0.373816,0.310061,0.419901,0.399267,0.31796,0.32496,0.36974,0.294499,0.289207,0.608259,0.794848,1722.75
1589,A,B,A,B,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,B,B,B,C,B,B,C,A,A,A,A,A,D,D,D,E,C,A,P,N,G,A,A,E,E,H,F,B,BI,CS,C,E,BM,A,K,DJ,0.475784,0.555782,0.462347,0.534409,0.889301,0.3735,0.347485,0.36083,0.44352,0.45017,0.291268,0.295524,0.339244,0.806627,7203.33
1601,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,C,A,P,L,C,A,A,F,G,H,F,B,BI,EB,A,X,AS,A,K,GS,0.441242,0.422197,0.61366,0.309621,0.372405,0.315699,0.352087,0.48864,0.36285,0.36458,0.531161,0.519456,0.30435,0.559339,2910.05
1606,A,B,A,A,A,A,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,A,B,D,D,A,A,A,A,A,D,D,C,E,C,D,T,L,L,A,A,F,E,E,J,E,BI,AC,A,AF,H,A,N,GS,0.503312,0.555782,0.844219,0.284048,0.340543,0.818231,0.881302,0.53046,0.573,0.6852,0.678924,0.665644,0.706822,0.211204,10685.79
1611,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,D,B,C,B,D,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,A,A,P,F,A,C,A,K,I,E,E,B,BI,CO,E,AP,Q,A,J,MD,0.627986,0.785784,0.462347,0.789639,0.372405,0.656349,0.614204,0.58354,0.66576,0.63026,0.921644,0.921256,0.354344,0.358442,1867.25
1613,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,D,B,B,D,D,D,B,A,B,B,B,A,A,A,G,H,D,D,D,E,A,A,P,I,A,A,A,H,G,E,C,D,BI,X,A,AW,AI,N,I,E,0.665069,0.15999,0.61366,0.215482,0.281143,0.589351,0.979276,0.2732,0.62147,0.40131,0.771508,0.758883,0.215289,0.837205,2307.71
1614,A,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,L,F,A,A,F,G,G,E,B,BI,BT,A,AS,A,A,K,HB,0.529375,0.15999,0.54977,0.208655,0.281143,0.429383,0.563109,0.26847,0.41879,0.37493,0.550529,0.538473,0.287682,0.714824,882.79
1615,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,E,A,C,T,I,A,A,A,K,E,E,G,G,BI,EG,C,E,AD,C,P,LM,0.936238,0.422197,0.26357,0.696873,0.281143,0.92459,0.706735,0.87954,0.96909,0.7877,0.757468,0.772574,0.833874,0.827408,1397.21
1621,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,I,A,A,A,D,E,J,H,B,F,EL,A,AX,AK,C,L,CS,0.311557,0.681761,0.527991,0.195483,0.281143,0.249636,0.289746,0.3026,0.31581,0.27777,0.239678,0.236124,0.339244,0.325312,859.98
